train_input_1,train_input_2,train_output_1
[-577 -215 -368 -318 -250 -743 -746 908 -727 -50 723 -689 537 -441 -203 138 -370 538 370 569 -188 343 363 216 747 -64 917 272 912 -170 636 -980 987 -515 568 51 959 4],[-862 77 -654 876 -601 286 352 340 299 -508 -502 -28 -398 -522 592 643 -991 292 -810 -951 51 -918 -332 -990 -612 828 957 -181 -913 -234 828 437 -652 569 -501 -719 987 -108],[-1439 -138 -1022 558 -851 -457 -394 1248 -428 -558 221 -717 139 -963 389 781 -1361 830 -440 -382 -137 -575 31 -774 135 764 1874 91 -1 -404 1464 -543 335 54 67 -668 1946 -104]
[-55 -693 515 -427 130 -33 -19 198 -181 18 387 -399 -527 565 -17 986 56 990 -875 -433 -95],[669 -426 85 -635 -754 -653 -766 938 207 -893 -62 255 -374 349 763 541 -36 237 602 -492 -59],[614 -1119 600 -1062 -624 -686 -785 1136 26 -875 325 -144 -901 914 746 1527 20 1227 -273 -925 -154]
[80 -400 565 258 -698 -230 -693 909 195 838 -599 70 681 -909 -401 -316 210 972],[66 725 534 -475 -552 103 226 680 -683 814 -826 178 386 459 -222 499 -388 -23],[146 325 1099 -217 -1250 -127 -467 1589 -488 1652 -1425 248 1067 -450 -623 183 -178 949]
[-784 557 283 -327 -754 55 -808 502 700 844 -821],[831 -575 804 678 444 -923 471 971 -926 -193 714],[47 -18 1087 351 -310 -868 -337 1473 -226 651 -107]
[447 -425 -695 -594 756 783 658 -76 -950 -721 464 -608 -226 -725 -559 503],[-737 220 -600 70 -232 402 786 -439 375 -842 503 -629 63 47 980 -742],[-290 -205 -1295 -524 524 1185 1444 -515 -575 -1563 967 -1237 -163 -678 421 -239]
[713 -121 -117 -447 -759 527 130],[498 255 936 754 -23 616 294],[1211 134 819 307 -782 1143 424]
[-807 930 167 -529 -851 708 561 -630 423 336 -24 351 504 812 -141 -671 -169 324 -514 81 433 241 400 666 116 -190 627 -441 942 516 897 -338 -670 -136 647 333 910 -573 -720],[653 -996 -568 730 204 277 -425 907 -752 -433 -700 -188 405 -540 -893 167 587 -463 746 -545 736 608 -807 557 -626 645 895 -569 568 -303 984 298 -24 123 318 698 705 -904 -662],[-154 -66 -401 201 -647 985 136 277 -329 -97 -724 163 909 272 -1034 -504 418 -139 232 -464 1169 849 -407 1223 -510 455 1522 -1010 1510 213 1881 -40 -694 -13 965 1031 1615 -1477 -1382]
[-429 790 489 844 698 685 -824 -780 7 -447 670 -995 846 -996],[86 -63 -933 954 464 -99 0 59 692 -860 285 -459 -545 -11],[-343 727 -444 1798 1162 586 -824 -721 699 -1307 955 -1454 301 -1007]
[-709 -237 -249 186 68 459 -466 -320 -398 816 26 793 243 174 910 76 561 184 576],[358 684 -779 507 372 -923 910 403 433 638 -363 872 -217 -167 -773 523 207 395 642],[-351 447 -1028 693 440 -464 444 83 35 1454 -337 1665 26 7 137 599 768 579 1218]
[484 -826 -324 -774 -277 737 226 -257 -698 260 -116 -303 -875 431 -330 -193 -608 -71 562 -947 -838 269 939 10 201 584 327 -323 -945 -613 -451 622],[-248 -212 -192 -914 906 51 -598 -304 -763 -285 -432 884 -244 906 -317 103 293 469 832 877 -829 549 -831 203 877 189 292 -114 -727 -389 -79 -566],[236 -1038 -516 -1688 629 788 -372 -561 -1461 -25 -548 581 -1119 1337 -647 -90 -315 398 1394 -70 -1667 818 108 213 1078 773 619 -437 -1672 -1002 -530 56]
[-231 884 -858 243 654 791 0 -457 217 378 -187 -961 473 704 473 -576 730 218 -42 -176 835 -890 -537 776 670 -24 -451 47 -26 937 -767 772 954 510 178 -851 210 727 -790 -648 -972 -280 317 -344 -720],[-828 -7 -201 349 -251 24 -707 -132 -293 37 -545 -356 853 -500 -174 120 -839 -160 25 -521 -451 -29 83 -609 758 247 -907 427 -155 -528 -12 -113 171 -336 909 661 473 793 687 -311 459 -773 -336 800 818],[-1059 877 -1059 592 403 815 -707 -589 -76 415 -732 -1317 1326 204 299 -456 -109 58 -17 -697 384 -919 -454 167 1428 223 -1358 474 -181 409 -779 659 1125 174 1087 -190 683 1520 -103 -959 -513 -1053 -19 456 98]
[325 810 977 -922 20 -814 514 -403 453 -786 -783 536 -264 -442 -609 -960 -721 28 960 974 32 -816 -17 178 921 -544 687 804 -472 -648 -223 145 470 -718 194 -74 83 19 86 150 -547],[-239 -411 896 -7 805 219 -503 480 98 -145 735 -406 111 -791 643 31 836 -914 -650 858 610 -193 -923 -237 -74 280 338 -914 -740 53 31 -965 -910 -425 -483 273 -354 540 -946 860 558],[86 399 1873 -929 825 -595 11 77 551 -931 -48 130 -153 -1233 34 -929 115 -886 310 1832 642 -1009 -940 -59 847 -264 1025 -110 -1212 -595 -192 -820 -440 -1143 -289 199 -271 559 -860 1010 11]
[-570 248 -169 701 927 -529 -267 -45 740 826 216 894 -341 265 625 -36 981 -390 202 -538 -7 -181 218 78 696 -65 572 4 404 984 944 218 -382 -212 488 961 166 593 -393 130 -905],[-2 379 132 828 -715 -490 590 954 780 551 534 -597 923 271 675 884 -496 725 -238 -674 -980 128 388 -156 -7 -112 697 -163 -315 219 605 -544 -735 221 -409 601 -385 487 -946 -585 -341],[-572 627 -37 1529 212 -1019 323 909 1520 1377 750 297 582 536 1300 848 485 335 -36 -1212 -987 -53 606 -78 689 -177 1269 -159 89 1203 1549 -326 -1117 9 79 1562 -219 1080 -1339 -455 -1246]
[22 508 -390 384 322 379 -465 -414 464 -960 949 -473 64 847 -36 544 -197 962 -791 -256 -896],[-203 46 121 -105 -411 -864 -365 -170 -118 184 -214 -561 783 644 -231 986 -338 209 -53 -317 406],[-181 554 -269 279 -89 -485 -830 -584 346 -776 735 -1034 847 1491 -267 1530 -535 1171 -844 -573 -490]
[-669 -620 -749 92 649 694 253 -207 344 -703 -345 477 -274 229 970 615 -962 -303 199 -5 -289 719 -265 559 -586 542 -399 459 -616 854 -140 866 -763 -505 223],[488 -710 -731 -235 425 398 550 -777 0 -711 283 -742 -217 820 202 955 -978 -923 91 911 -577 -936 -990 77 62 102 47 -111 -121 -466 -72 968 493 16 -659],[-181 -1330 -1480 -143 1074 1092 803 -984 344 -1414 -62 -265 -491 1049 1172 1570 -1940 -1226 290 906 -866 -217 -1255 636 -524 644 -352 348 -737 388 -212 1834 -270 -489 -436]
[-136 -669 -576 -81 600 -647 -485 658 -409 -281 -930 -642 419 -913 497 343 636 955 733 -632 146 410 -384 -547 973 706 -765],[504 -671 891 678 604 240 648 -507 -998 -9 -27 -763 -908 -582 986 450 448 -512 116 -445 -898 427 593 795 625 441 -763],[368 -1340 315 597 1204 -407 163 151 -1407 -290 -957 -1405 -489 -1495 1483 793 1084 443 849 -1077 -752 837 209 248 1598 1147 -1528]
[490 -359 -187 239 -611 -627 452 745 127 979 -213 -442 985 -88 728 254 48 462 -962 539 -695 -190 -70 -599 -604 279 -153 -858 867 714 -837 -934 -510 -138 -608 812 -266 807 143 724 -902 -179 -266 861],[203 -100 943 190 -587 -149 -998 -373 -51 277 -133 -602 -116 -494 -241 506 -686 741 -636 -154 936 706 941 125 -622 -19 -890 352 -495 -526 129 -850 -698 -29 258 -945 806 274 -110 611 -554 -4 -679 744],[693 -459 756 429 -1198 -776 -546 372 76 1256 -346 -1044 869 -582 487 760 -638 1203 -1598 385 241 516 871 -474 -1226 260 -1043 -506 372 188 -708 -1784 -1208 -167 -350 -133 540 1081 33 1335 -1456 -183 -945 1605]
[762 -794 -194],[673 -211 -907],[1435 -1005 -1101]
[-418 -710 206 -232 -290 506 130 -758 61 -178 127 390 426 -106 293 -831 573 -548 655 -300 -846 308 434 -513 16 -993 -25 -410 -925 189 408 662 -514 -42 -899 549 -829 -158 350 -523 521 438 742 215 991 -427],[428 -252 -520 8 -754 -160 512 -422 -273 772 -413 991 -781 -853 346 -695 754 -534 -779 918 969 -44 -907 -305 -399 470 582 638 309 -69 389 -405 -189 754 -795 949 965 -360 -492 419 640 848 -1000 -262 336 129],[10 -962 -314 -224 -1044 346 642 -1180 -212 594 -286 1381 -355 -959 639 -1526 1327 -1082 -124 618 123 264 -473 -818 -383 -523 557 228 -616 120 797 257 -703 712 -1694 1498 136 -518 -142 -104 1161 1286 -258 -47 1327 -298]
[44 358 -828 501 443],[-665 415 330 -500 -694],[-621 773 -498 1 -251]
[184 512 285 -414 -945 443 798 526 -937 -663 -635 -760 -950 364 -787 944 -648 654 343 727 427 -5 358 907 766],[982 273 -917 655 358 -599 480 397 391 853 -641 -655 964 -931 420 -21 690 -404 -303 -448 -801 -881 478 -882 -904],[1166 785 -632 241 -587 -156 1278 923 -546 190 -1276 -1415 14 -567 -367 923 42 250 40 279 -374 -886 836 25 -138]
[-322 -958 414 882 -202 -156 -301 237 442 -362 287 -148 422 -76],[-272 857 922 782 -24 75 -289 266 -457 265 -926 -351 181 514],[-594 -101 1336 1664 -226 -81 -590 503 -15 -97 -639 -499 603 438]
[-465 -226 -450 -46 -296 -587 -397 106 363 52 -502 -892 43 -953 -705 -118 866 195 -15 878 -885 -217 -756 -72 -711 994 -254 720 16 575 -437 -804 720 -614 -585 -172 904],[559 258 205 5 24 178 -805 -605 267 278 903 766 -253 -924 -28 632 376 -109 337 73 165 362 477 874 -130 465 -701 935 657 -144 -378 -688 322 -115 -252 392 -627],[94 32 -245 -41 -272 -409 -1202 -499 630 330 401 -126 -210 -1877 -733 514 1242 86 322 951 -720 145 -279 802 -841 1459 -955 1655 673 431 -815 -1492 1042 -729 -837 220 277]
[803 490 258 953 482],[-97 244 206 -519 953],[706 734 464 434 1435]
[641 -10 4 -682 760 -363 827 -467 582 790 -313 945 -413 -834 455 52 -231 -873 726 -875 -979 -727 -354 575 30 -22 444 700 686 -641 630 -939 -787],[459 26 -424 -45 -963 487 880 -151 -64 -908 -889 9 944 -784 816 -424 -662 -177 718 -13 691 -105 834 -235 981 -278 745 -922 479 -985 869 410 238],[1100 16 -420 -727 -203 124 1707 -618 518 -118 -1202 954 531 -1618 1271 -372 -893 -1050 1444 -888 -288 -832 480 340 1011 -300 1189 -222 1165 -1626 1499 -529 -549]
[-628 -866 237 541 704 -260 643 -264 -555 -250 831 582 -585 292 362 680 734 -672 -982 577 135 -718 240 -640 415 873],[-716 36 354 -660 303 214 420 649 -587 -721 -526 -828 895 -984 -177 -89 753 656 -509 -983 170 107 -263 -2 390 -793],[-1344 -830 591 -119 1007 -46 1063 385 -1142 -971 305 -246 310 -692 185 591 1487 -16 -1491 -406 305 -611 -23 -642 805 80]
[623 -37 770 -104 861 970 682 519 407 210 -597 -487 360 -800 130 858 -254 105 -895 261 -249 32 137 -846 -970 701 658 -420],[184 144 -913 554 229 276 -641 -610 -372 -21 -371 -669 861 -204 -995 516 -623 139 -932 892 -62 -785 498 -965 -701 885 -596 349],[807 107 -143 450 1090 1246 41 -91 35 189 -968 -1156 1221 -1004 -865 1374 -877 244 -1827 1153 -311 -753 635 -1811 -1671 1586 62 -71]
[452 -572 -75 627 -109 -820 896 -390 -726 696 44 -606 -532 -759 545 -102 313 -711 -700 925 980 287 943 154],[-542 -373 -793 162 164 951 -806 -670 -628 907 -326 -358 222 406 -828 546 572 911 -549 638 528 -515 300 -339],[-90 -945 -868 789 55 131 90 -1060 -1354 1603 -282 -964 -310 -353 -283 444 885 200 -1249 1563 1508 -228 1243 -185]
[259 404 609 -758 -41 769 -567 96 280 -633 -50 -524 -129 740 -512 607 -413 -367 414 -556 413 596 -325 668 -936 -675 518 -70 -125 -106 -454 -398 -349 -441 -408 628 15 -869 107],[833 -468 566 -893 873 -533 -654 187 -359 648 510 -463 199 -118 -151 -770 -867 218 615 -580 -807 921 -133 433 990 -833 146 940 932 -415 -146 -107 761 819 -743 922 239 -852 -67],[1092 -64 1175 -1651 832 236 -1221 283 -79 15 460 -987 70 622 -663 -163 -1280 -149 1029 -1136 -394 1517 -458 1101 54 -1508 664 870 807 -521 -600 -505 412 378 -1151 1550 254 -1721 40]
[298 148],[-72 -375],[226 -227]
[214 -134],[-452 180],[-238 46]
[156 177 -55 -873 253 -7 619 605 -54 417 -999 -200 303 156 178 852 -493 153 -159 94 851 -276 -974 644 -775 483 555 939 568 635 -950 -822 -587 977 148 -716 402],[129 -139 -860 -586 -389 666 246 -4 -830 -140 340 -978 -924 100 -999 954 -761 -841 981 -64 343 -886 -353 522 -930 -216 293 98 -612 424 103 -186 -709 -933 728 -227 -317],[285 38 -915 -1459 -136 659 865 601 -884 277 -659 -1178 -621 256 -821 1806 -1254 -688 822 30 1194 -1162 -1327 1166 -1705 267 848 1037 -44 1059 -847 -1008 -1296 44 876 -943 85]
[99 89 -447 736 -999 437 -531 -584 -400 -591 -960 563 606 -847 -308 -850 83 109 850 246 -725 535 957 -995 -438 -764 -421 731 -253 193 120 174 40 -152 904 -89 -506],[849 896 351 464 -297 276 599 747 -746 914 404 738 -597 456 541 -423 242 -411 343 949 -565 272 316 -778 578 -975 809 -706 -870 -708 228 965 193 -390 -390 589 833],[948 985 -96 1200 -1296 713 68 163 -1146 323 -556 1301 9 -391 233 -1273 325 -302 1193 1195 -1290 807 1273 -1773 140 -1739 388 25 -1123 -515 348 1139 233 -542 514 500 327]
[-197 -575 -370 -804 820 971 -233 518 -644 969 -956 958 557 162 229 609 -229 -51],[755 -493 635 339 -811 -706 -754 -39 958 -455 -707 611 689 -638 212 669 523 -966],[558 -1068 265 -465 9 265 -987 479 314 514 -1663 1569 1246 -476 441 1278 294 -1017]
[-610 -44 394 134 -837 -47 -87 995 -510 973 83 -595 426 -711 -176 -671 726 805 -699 895 -580 519],[786 -723 672 -259 386 413 -868 893 887 459 865 -85 441 934 -733 -986 20 -471 197 631 222 437],[176 -767 1066 -125 -451 366 -955 1888 377 1432 948 -680 867 223 -909 -1657 746 334 -502 1526 -358 956]
[-200],[-594],[-794]
[-90 973 -388 554 -556 159 -529 844 -70 -195 -425 -97 229 -724 539 -503 931 -901 -355 -302 955 -629 439 -274 930 -902 -558 334 -597 -656],[-15 -334 96 688 24 119 -60 -864 -583 354 493 659 -789 391 131 -666 839 50 -83 939 -391 104 -771 751 496 869 704 543 -846 -709],[-105 639 -292 1242 -532 278 -589 -20 -653 159 68 562 -560 -333 670 -1169 1770 -851 -438 637 564 -525 -332 477 1426 -33 146 877 -1443 -1365]
[767 570 -10 -596 632 -696 724 -949 -99 32 611 -567 -481 145],[-921 161 627 146 -271 36 915 -529 -538 914 266 917 80 -955],[-154 731 617 -450 361 -660 1639 -1478 -637 946 877 350 -401 -810]
[290 -944 -975 419 -445 812 -276 172 -493 126 779 113 635 23],[-760 380 287 891 -59 -165 922 974 -258 357 -177 545 965 863],[-470 -564 -688 1310 -504 647 646 1146 -751 483 602 658 1600 886]
[-268 267 329 -53 -904 316 981 233 -77 21 698 -502 -714 841 -617 -706 -953 -757],[199 714 -221 48 -992 -743 804 -506 288 462 -759 44 200 -775 -802 447 290 -624],[-69 981 108 -5 -1896 -427 1785 -273 211 483 -61 -458 -514 66 -1419 -259 -663 -1381]
[108 -578 959 551 737 942 -676 -154 173 -291 277 -933 -551 -387 -506 546],[-133 -199 554 482 -972 -124 483 814 376 -834 515 983 -102 -915 282 276],[-25 -777 1513 1033 -235 818 -193 660 549 -1125 792 50 -653 -1302 -224 822]
[956 984 641],[-992 -234 -884],[-36 750 -243]
[-236],[387],[151]
[-1000 -181 -153 -213 855 299 -146 134 497 -872 -617 -927 -30 643 395 442 -142 545 36 249 739 -56 -323 485 65 -582 -864 -911 936 33 859 387 368 -268 -532 -998 853 -584 -617 210 -328 7 -501 0 872],[-847 -924 -147 186 -778 159 717 -311 -484 763 686 -289 -677 111 483 -825 -238 -849 227 506 -11 -217 893 -558 -126 350 -411 -181 -224 948 118 -365 726 -230 738 -16 -81 333 505 -304 -566 -418 -23 911 184],[-1847 -1105 -300 -27 77 458 571 -177 13 -109 69 -1216 -707 754 878 -383 -380 -304 263 755 728 -273 570 -73 -61 -232 -1275 -1092 712 981 977 22 1094 -498 206 -1014 772 -251 -112 -94 -894 -411 -524 911 1056]
[-605 421 15 907 432 -856 -759 -350 -170 -507 851 742 -47 74 -944 -193 30 -797 -824 -41 -228 767 799 834 -314 -678 848 -768 -771 -583 -542 772 -221 -26 492 -447 846 676],[-388 694 -657 -965 -302 324 623 118 338 672 85 -401 -486 488 -768 -775 -263 -347 328 517 624 -318 -228 406 -172 -398 660 161 435 -693 -198 241 -139 -503 -508 -388 380 -963],[-993 1115 -642 -58 130 -532 -136 -232 168 165 936 341 -533 562 -1712 -968 -233 -1144 -496 476 396 449 571 1240 -486 -1076 1508 -607 -336 -1276 -740 1013 -360 -529 -16 -835 1226 -287]
[-933 -497 -42 543 -333 -923 528 234 904 -477 191 245 -626 654 648 344 -668 -114 155 -802 606 -695 423 842 -497 850 870 968 -495 714 443 426 -519 -141],[610 406 855 174 -129 -224 383 14 -35 -140 -333 -56 993 -624 -163 153 217 -501 -839 892 148 259 240 330 -143 682 -762 394 -189 609 -306 569 -370 178],[-323 -91 813 717 -462 -1147 911 248 869 -617 -142 189 367 30 485 497 -451 -615 -684 90 754 -436 663 1172 -640 1532 108 1362 -684 1323 137 995 -889 37]
[-810 853 355 -93 -926 901 286 -258 -378 945 689 828 -333 141 -38 -162 307 -59 -364 -820 256 162 538 391 78 -102 -977 -942 -423 987 438 -431 761 281 -647 81 -204],[857 294 439 -589 182 -367 612 -997 913 585 706 -701 -495 -579 427 533 -7 128 460 978 749 437 622 -613 -195 -805 608 -449 989 792 -786 519 974 -833 777 775 -369],[47 1147 794 -682 -744 534 898 -1255 535 1530 1395 127 -828 -438 389 371 300 69 96 158 1005 599 1160 -222 -117 -907 -369 -1391 566 1779 -348 88 1735 -552 130 856 -573]
[-458 998 549 -968 133 -433 -38 -754 473 -278 -135 828 377 883 473 737 25 451 -948 184 -98 -709 48 646 81 -904 241 904 245 877 458 -268 368 999 255 -883 554 -48 -365 -6 -544 -921 478 283 -370 -640 954 666],[525 730 -511 -281 934 755 -469 52 -893 -3 -110 -392 -915 -328 103 -202 895 153 704 459 356 -606 -150 360 -88 453 -314 269 -641 912 780 -421 -209 -904 -100 -620 104 566 338 774 -366 749 -764 -411 279 -669 185 -734],[67 1728 38 -1249 1067 322 -507 -702 -420 -281 -245 436 -538 555 576 535 920 604 -244 643 258 -1315 -102 1006 -7 -451 -73 1173 -396 1789 1238 -689 159 95 155 -1503 658 518 -27 768 -910 -172 -286 -128 -91 -1309 1139 -68]
[903 -144 -531 182 888 895 492 -24 151 -240 70 -33 888 -507 33 597 -424 154 -971],[382 -613 -970 94 493 -566 -216 418 -35 -70 -331 866 879 602 -208 636 -214 -125 -865],[1285 -757 -1501 276 1381 329 276 394 116 -310 -261 833 1767 95 -175 1233 -638 29 -1836]
[294 694 403 559 -202 683 -878 -265 179 -126 93 324 109 479 -251 -694 2 216 -330 -427 916 -296 780 -203 239 -635 622 434 208 -600 481 -330],[-808 77 -838 -432 -1000 803 -783 546 -295 -156 355 354 -926 321 -451 -584 -730 -781 -301 62 874 880 -249 884 -978 42 976 667 54 -289 799 430],[-514 771 -435 127 -1202 1486 -1661 281 -116 -282 448 678 -817 800 -702 -1278 -728 -565 -631 -365 1790 584 531 681 -739 -593 1598 1101 262 -889 1280 100]
[41 -617 207 -647 99 728 402 -688 927 -519 639 854 -841 182 -232 -854 -202 -715 -839 -947 -149 -126 801 -697 168 29 -682 -694 -712 458 30 270 292 -654 -235 -503 208 -587 516 579 -932],[284 -837 -252 -613 -273 -787 904 595 648 611 -33 285 -858 416 -482 -368 87 842 -747 -792 38 84 376 163 -190 37 -988 384 715 -297 -770 -497 -609 869 -233 -150 664 656 817 -571 683],[325 -1454 -45 -1260 -174 -59 1306 -93 1575 92 606 1139 -1699 598 -714 -1222 -115 127 -1586 -1739 -111 -42 1177 -534 -22 66 -1670 -310 3 161 -740 -227 -317 215 -468 -653 872 69 1333 8 -249]
[-162 785 -5 -888 -51 304 -179 -45 -720 932],[-938 819 115 -423 85 677 795 -697 862 2],[-1100 1604 110 -1311 34 981 616 -742 142 934]
[-91 -398 963 432 214 -866 137 -209 -233 -686 755 -981 128 -132 314 736 485 -152 427 216 -123 -338 -919 932 -112 -369 398 278 394 770 -130 -558 760 763 247 -477 -295 -236 396 -663 -560],[870 -938 775 -675 -382 -779 -191 -885 -373 921 -567 195 -276 -810 889 -646 -491 108 290 -107 -958 -694 -896 -394 -556 -969 -704 -322 996 -336 598 -475 128 976 -600 -338 772 -465 -874 -114 -868],[779 -1336 1738 -243 -168 -1645 -54 -1094 -606 235 188 -786 -148 -942 1203 90 -6 -44 717 109 -1081 -1032 -1815 538 -668 -1338 -306 -44 1390 434 468 -1033 888 1739 -353 -815 477 -701 -478 -777 -1428]
[-154 429 300 753 275 488 240 -785 745 -224 -215 -72 -450 94 -868 -927 -351 341 -690 -649 -745 -754 -358 7 693 -427 -492 -288 174 922 531 323 202 -495 709 -241 122 708 -689 -562 872 518 -263 729 316 -843 359 324 -564],[-31 -16 535 640 355 -943 -892 670 -929 608 -447 862 -549 614 -382 -716 -844 133 649 -918 206 -470 208 -166 509 875 777 18 -835 205 589 -167 -148 -852 6 689 0 -752 279 -930 319 -1000 -567 -75 -833 584 -104 961 -451],[-185 413 835 1393 630 -455 -652 -115 -184 384 -662 790 -999 708 -1250 -1643 -1195 474 -41 -1567 -539 -1224 -150 -159 1202 448 285 -270 -661 1127 1120 156 54 -1347 715 448 122 -44 -410 -1492 1191 -482 -830 654 -517 -259 255 1285 -1015]
[99 -992 448 -767 486 757 856 128 -376 -700 221 -21 -454 509 -297 623 227 219 832],[27 -589 -894 -906 405 -374 943 -757 371 -576 241 -852 990 673 -657 316 24 -950 714],[126 -1581 -446 -1673 891 383 1799 -629 -5 -1276 462 -873 536 1182 -954 939 251 -731 1546]
[997 -691 -881 -780 -613 -760 751 -748 280 -254 405 -609 878 31 -673 852 -884 -823 959 -402 55 144 -233 668 -386 -256 -29 247 146 530 -89 729 -378 505 681 -719 -475 273 732 319 954 -941 -226 -937 825 903 -703 788 885 206],[285 -183 311 -11 -280 -990 634 -611 452 216 39 366 -80 895 535 941 -379 -90 154 228 824 -282 199 50 627 -925 879 550 715 -179 507 -929 -872 -812 147 80 400 -224 -943 680 -729 157 870 -727 -443 -483 405 -29 291 896],[1282 -874 -570 -791 -893 -1750 1385 -1359 732 -38 444 -243 798 926 -138 1793 -1263 -913 1113 -174 879 -138 -34 718 241 -1181 850 797 861 351 418 -200 -1250 -307 828 -639 -75 49 -211 999 225 -784 644 -1664 382 420 -298 759 1176 1102]
[253 -708 649 394 0 -339 531 954 535 340 -518 271],[92 286 661 111 -690 -213 627 -804 265 -539 694 362],[345 -422 1310 505 -690 -552 1158 150 800 -199 176 633]
[-175 585 -965 -376 -847 -624 348],[544 926 246 -754 -175 443 -862],[369 1511 -719 -1130 -1022 -181 -514]
[963 -956 -847 465 -755 -884 -791 -972 -178 -18 325 969 683 472 730 -849 -20 -402 385 -306 -630 -355 -252 471 -28 -859 -813 -262 -892 761 -354 -783 -569 430],[-668 718 -709 12 -528 -694 -798 -924 -458 230 976 -704 698 212 564 -509 -941 673 255 -104 -594 -456 627 373 562 494 701 493 -583 -133 208 918 -312 92],[295 -238 -1556 477 -1283 -1578 -1589 -1896 -636 212 1301 265 1381 684 1294 -1358 -961 271 640 -410 -1224 -811 375 844 534 -365 -112 231 -1475 628 -146 135 -881 522]
[817 476 671 899 -759 208 143 589 730 -456 -520 -784 234 468 -254 961 -293 0 -264 721 -949 116 8 -109 -311 -74 122 835 -604 -855 -446 943 871 -843 451 -422 234 -33 820 -450 5 -176 674 58],[-311 458 -574 138 182 969 -979 407 -486 -885 -4 259 -390 -812 737 304 790 317 525 -42 95 327 -131 -841 696 -378 195 408 786 -565 620 540 -955 -787 -225 -444 352 -310 -64 -45 748 -94 -95 82],[506 934 97 1037 -577 1177 -836 996 244 -1341 -524 -525 -156 -344 483 1265 497 317 261 679 -854 443 -123 -950 385 -452 317 1243 182 -1420 174 1483 -84 -1630 226 -866 586 -343 756 -495 753 -270 579 140]
[-123 683 -220 513 -717 931 -154 -747 -792 -458 667 633 -968 -586],[439 188 -799 560 405 -363 668 442 -716 58 -525 351 629 497],[316 871 -1019 1073 -312 568 514 -305 -1508 -400 142 984 -339 -89]
[-107 -336 -608 149 -440 213 -702 405 -231 -613 835 -253 -136 -576 353 195 572 265 53 243 -22 807 -161 -656 733 812 677 625 222 -89 -910 -110 764 -114 -419 391 -399],[-166 692 925 519 503 -17 153 177 523 -734 -539 489 102 146 -367 -267 -944 -83 -192 -678 427 788 -906 138 -557 421 -890 558 112 -825 442 445 -787 -658 -300 826 943],[-273 356 317 668 63 196 -549 582 292 -1347 296 236 -34 -430 -14 -72 -372 182 -139 -435 405 1595 -1067 -518 176 1233 -213 1183 334 -914 -468 335 -23 -772 -719 1217 544]
